city,country,observation_timestamp,temp_avg_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction,rain_tomorrow
Beirut,LB,2026-05-18 12:00:00+00,26.32,74,1010,22.39,SW,t
Amman,JO,2026-05-18 12:00:00+00,32.05,17,1009,31.50,W,f
Kuwait City,KW,2026-05-18 12:00:00+00,29.88,48,1006,14.65,ESE,t
Doha,QA,2026-05-18 12:00:00+00,35.97,14,1007,29.63,NNW,f
Casablanca,MA,2026-05-18 12:00:00+00,20.18,56,1021,11.12,NNE,t
Tunisia,TN,2026-05-18 12:00:00+00,24.41,29,1018,13.18,ENE,f
Cairo,EG,2026-05-18 11:00:00+00,33.42,21,1010,22.21,N,f
Riyadh,SA,2026-05-18 11:00:00+00,35.27,9,1011,17.39,N,f
Dubai,AE,2026-05-18 11:00:00+00,32.96,38,1005,22.21,W,f
Baghdad,IQ,2026-05-18 11:00:00+00,37.95,15,1000,25.92,WSW,f
Beirut,LB,2026-05-18 11:00:00+00,26.88,68,1009,24.98,SW,t
Amman,JO,2026-05-18 11:00:00+00,32.05,17,1009,27.79,W,f
Kuwait City,KW,2026-05-18 11:00:00+00,30.44,49,1007,9.43,ESE,t
Doha,QA,2026-05-18 11:00:00+00,35.57,15,1008,33.34,N,f
Casablanca,MA,2026-05-18 11:00:00+00,20.19,60,1020,9.25,NNE,t
Tunisia,TN,2026-05-18 11:00:00+00,23.68,31,1018,16.16,ENE,f
Cairo,EG,2026-05-18 10:00:00+00,32.42,23,1010,16.67,N,f
Riyadh,SA,2026-05-18 10:00:00+00,34.32,9,1013,17.46,N,f
Dubai,AE,2026-05-18 10:00:00+00,32.96,31,1006,22.21,W,f
Baghdad,IQ,2026-05-18 10:00:00+00,35.95,17,1002,24.08,S,f
Beirut,LB,2026-05-18 10:00:00+00,26.32,68,1010,24.26,SW,t
Amman,JO,2026-05-18 10:00:00+00,31.05,15,1009,27.79,W,f
Kuwait City,KW,2026-05-18 10:00:00+00,29.88,50,1007,5.62,SE,t
Doha,QA,2026-05-18 10:00:00+00,34.16,22,1008,27.79,NNE,f
Casablanca,MA,2026-05-18 10:00:00+00,18.07,67,1020,9.25,NE,t
Tunisia,TN,2026-05-18 10:00:00+00,22.67,33,1019,19.62,ENE,f
Cairo,EG,2026-05-18 09:00:00+00,30.42,30,1010,16.67,NNE,t
Riyadh,SA,2026-05-18 09:00:00+00,33.35,10,1013,17.75,N,f
Dubai,AE,2026-05-18 09:00:00+00,31.96,40,1006,24.08,W,f
Baghdad,IQ,2026-05-18 09:00:00+00,33.95,18,1002,27.79,S,f
Beirut,LB,2026-05-18 09:00:00+00,26.88,68,1010,26.46,SW,t
Amman,JO,2026-05-18 09:00:00+00,30.05,15,1009,24.08,W,f
Kuwait City,KW,2026-05-18 09:00:00+00,29.32,50,1009,5.44,SSE,t
Doha,QA,2026-05-18 09:00:00+00,33.99,22,1009,31.50,N,f
Casablanca,MA,2026-05-18 09:00:00+00,16.85,72,1020,1.84,E,f
Tunisia,TN,2026-05-18 09:00:00+00,21.50,37,1019,23.08,ENE,f
Cairo,EG,2026-05-18 08:00:00+00,28.42,36,1010,20.38,NNE,t
Riyadh,SA,2026-05-18 08:00:00+00,31.70,11,1013,18.00,N,f
Dubai,AE,2026-05-18 08:00:00+00,31.96,37,1007,18.50,W,f
Baghdad,IQ,2026-05-18 08:00:00+00,34.78,15,1003,29.09,SSW,f
Beirut,LB,2026-05-18 08:00:00+00,24.65,64,1009,22.46,SW,t
Amman,JO,2026-05-18 08:00:00+00,29.05,21,1009,25.92,W,t
Kuwait City,KW,2026-05-18 08:00:00+00,30.44,47,1009,2.48,SSE,t
Doha,QA,2026-05-18 08:00:00+00,33.99,22,1009,31.50,N,f
Casablanca,MA,2026-05-18 08:00:00+00,16.85,77,1020,4.82,NNE,f
Tunisia,TN,2026-05-18 08:00:00+00,20.01,42,1019,25.13,ENE,f
Cairo,EG,2026-05-18 07:00:00+00,28.42,42,1010,16.24,N,t
Riyadh,SA,2026-05-18 07:00:00+00,30.73,12,1014,18.22,N,f
Dubai,AE,2026-05-18 07:00:00+00,32.96,33,1007,20.38,W,f
Baghdad,IQ,2026-05-18 07:00:00+00,33.31,14,1004,32.08,S,f
Beirut,LB,2026-05-18 07:00:00+00,23.54,65,1009,21.13,SW,t
Amman,JO,2026-05-18 07:00:00+00,28.05,23,1010,24.08,W,t
Kuwait City,KW,2026-05-18 07:00:00+00,30.44,42,1010,2.12,WNW,f
Doha,QA,2026-05-18 07:00:00+00,32.99,29,1009,29.63,N,t
Casablanca,MA,2026-05-18 07:00:00+00,16.85,77,1020,4.82,NNE,f
Tunisia,TN,2026-05-18 07:00:00+00,18.84,50,1018,25.52,ENE,f
Cairo,EG,2026-05-18 06:00:00+00,25.42,53,1010,16.67,N,t
Riyadh,SA,2026-05-18 06:00:00+00,29.50,13,1014,17.06,N,f
Dubai,AE,2026-05-18 06:00:00+00,31.96,33,1007,16.67,SW,f
Baghdad,IQ,2026-05-18 06:00:00+00,31.57,12,1005,32.00,S,f
Beirut,LB,2026-05-18 06:00:00+00,23.54,67,1009,21.02,SSW,t
Amman,JO,2026-05-18 06:00:00+00,27.05,26,1011,20.38,WSW,f
Kuwait City,KW,2026-05-18 06:00:00+00,30.99,43,1011,6.05,WNW,f
Doha,QA,2026-05-18 06:00:00+00,31.16,34,1009,25.92,NNW,f
Casablanca,MA,2026-05-18 06:00:00+00,16.85,77,1020,4.82,NNE,f
Tunisia,TN,2026-05-18 06:00:00+00,17.38,56,1018,24.73,ENE,f
Cairo,EG,2026-05-18 05:00:00+00,26.42,44,1010,14.83,NNE,t
Riyadh,SA,2026-05-18 05:00:00+00,27.87,15,1014,17.21,N,f
Dubai,AE,2026-05-18 05:00:00+00,28.96,61,1007,18.50,S,t
Baghdad,IQ,2026-05-18 05:00:00+00,24.95,29,1006,18.50,SSE,t
Beirut,LB,2026-05-18 05:00:00+00,24.10,67,1008,21.78,SW,t
Amman,JO,2026-05-18 05:00:00+00,24.05,29,1010,18.50,WSW,f
Kuwait City,KW,2026-05-18 05:00:00+00,30.99,36,1011,7.74,NW,t
Doha,QA,2026-05-18 05:00:00+00,29.57,40,1009,24.08,NW,t
Casablanca,MA,2026-05-18 05:00:00+00,16.85,77,1019,5.54,NNE,f
Tunisia,TN,2026-05-18 05:00:00+00,16.07,65,1017,23.44,ENE,t
Cairo,EG,2026-05-18 04:00:00+00,25.42,50,1009,18.50,N,t
Riyadh,SA,2026-05-18 04:00:00+00,25.84,16,1013,18.40,NNW,t
Dubai,AE,2026-05-18 04:00:00+00,28.96,61,1006,14.83,SSW,t
Baghdad,IQ,2026-05-18 04:00:00+00,20.95,37,1006,12.96,SSE,t
Beirut,LB,2026-05-18 04:00:00+00,24.10,68,1008,21.67,SSW,t
Amman,JO,2026-05-18 04:00:00+00,24.05,27,1010,20.38,WSW,f
Kuwait City,KW,2026-05-18 04:00:00+00,28.77,38,1010,6.77,NNW,t
Doha,QA,2026-05-18 04:00:00+00,27.99,47,1008,22.21,NW,t
Casablanca,MA,2026-05-18 04:00:00+00,16.85,72,1019,3.71,N,f
Tunisia,TN,2026-05-18 04:00:00+00,16.45,63,1016,24.01,ENE,t
Cairo,EG,2026-05-18 03:00:00+00,26.42,44,1009,24.08,N,t
Riyadh,SA,2026-05-18 03:00:00+00,24.19,17,1013,15.98,NNW,t
Dubai,AE,2026-05-18 03:00:00+00,27.96,65,1006,9.25,WSW,t
Baghdad,IQ,2026-05-18 03:00:00+00,19.95,40,1007,14.83,SSE,t
Beirut,LB,2026-05-18 03:00:00+00,23.54,69,1008,23.11,SSW,t
Amman,JO,2026-05-18 03:00:00+00,23.05,31,1009,22.21,WSW,f
Kuwait City,KW,2026-05-18 03:00:00+00,28.21,37,1010,9.65,NNW,t
Doha,QA,2026-05-18 03:00:00+00,26.97,44,1008,24.08,NW,t
Casablanca,MA,2026-05-18 03:00:00+00,16.85,67,1019,3.71,N,f
Tunisia,TN,2026-05-18 03:00:00+00,16.82,59,1016,24.34,ENE,f
Cairo,EG,2026-05-18 02:00:00+00,29.42,26,1008,20.38,E,t
Riyadh,SA,2026-05-18 02:00:00+00,24.14,16,1012,14.65,NNW,t
Dubai,AE,2026-05-18 02:00:00+00,27.96,65,1006,11.12,W,t
Baghdad,IQ,2026-05-18 02:00:00+00,19.95,40,1007,14.83,SSE,t
Beirut,LB,2026-05-18 02:00:00+00,23.54,71,1007,25.78,SW,t
Amman,JO,2026-05-18 02:00:00+00,23.05,33,1009,14.83,WSW,f
Kuwait City,KW,2026-05-18 02:00:00+00,27.66,38,1009,13.03,NNW,t
Doha,QA,2026-05-18 02:00:00+00,26.99,44,1007,20.38,NW,t
Casablanca,MA,2026-05-18 02:00:00+00,15.96,72,1020,1.84,N,f
Tunisia,TN,2026-05-18 02:00:00+00,17.14,62,1017,23.98,ENE,f
Cairo,EG,2026-05-18 01:00:00+00,29.42,26,1007,25.92,E,t
Riyadh,SA,2026-05-18 01:00:00+00,24.58,15,1012,12.10,NNW,t
Dubai,AE,2026-05-18 01:00:00+00,27.96,65,1004,11.12,WSW,t
Baghdad,IQ,2026-05-18 01:00:00+00,19.95,40,1007,14.83,SSE,t
Beirut,LB,2026-05-18 01:00:00+00,25.21,61,1006,17.50,SW,t
Amman,JO,2026-05-18 01:00:00+00,22.46,29,1010,18.14,W,t
Kuwait City,KW,2026-05-18 01:00:00+00,28.21,37,1009,16.16,NNW,t
Doha,QA,2026-05-18 01:00:00+00,27.99,36,1006,18.50,NW,t
Casablanca,MA,2026-05-18 01:00:00+00,16.85,72,1020,8.06,NNE,f
Tunisia,TN,2026-05-18 01:00:00+00,17.64,63,1017,25.60,ENE,t
Cairo,EG,2026-05-18 00:00:00+00,28.42,32,1008,22.21,E,t
Riyadh,SA,2026-05-18 00:00:00+00,25.02,14,1011,11.05,NNW,t
Dubai,AE,2026-05-18 00:00:00+00,28.96,65,1005,16.67,W,t
Baghdad,IQ,2026-05-18 00:00:00+00,20.95,35,1006,12.96,SE,t
Beirut,LB,2026-05-18 00:00:00+00,26.32,62,1006,18.54,SW,t
Amman,JO,2026-05-18 00:00:00+00,24.05,29,1009,5.54,SW,t
Kuwait City,KW,2026-05-18 00:00:00+00,28.21,38,1009,16.88,NNW,t
Doha,QA,2026-05-18 00:00:00+00,27.57,40,1007,18.50,NW,t
Casablanca,MA,2026-05-18 00:00:00+00,17.02,67,1020,9.25,NNE,f
Tunisia,TN,2026-05-18 00:00:00+00,18.08,62,1017,25.85,ENE,t
Cairo,EG,2026-05-17 23:00:00+00,28.42,32,1008,22.21,NNE,t
Riyadh,SA,2026-05-17 23:00:00+00,25.62,13,1011,12.82,NNW,t
Dubai,AE,2026-05-17 23:00:00+00,28.96,70,1005,12.96,W,t
Baghdad,IQ,2026-05-17 23:00:00+00,21.95,33,1007,14.83,SSE,f
Beirut,LB,2026-05-17 23:00:00+00,25.77,59,1006,20.92,SSW,t
Amman,JO,2026-05-17 23:00:00+00,24.05,29,1009,11.12,W,f
Kuwait City,KW,2026-05-17 23:00:00+00,28.77,36,1009,17.24,NNW,t
Doha,QA,2026-05-17 23:00:00+00,27.57,39,1007,18.50,NW,t
Casablanca,MA,2026-05-17 23:00:00+00,17.02,67,1020,9.25,NNE,f
Tunisia,TN,2026-05-17 23:00:00+00,18.26,62,1017,27.72,ENE,f
Cairo,EG,2026-05-17 22:00:00+00,29.42,30,1009,16.67,N,t
Riyadh,SA,2026-05-17 22:00:00+00,26.31,12,1011,13.46,NNW,f
Dubai,AE,2026-05-17 22:00:00+00,29.96,58,1005,14.83,W,t
Baghdad,IQ,2026-05-17 22:00:00+00,21.95,35,1007,14.83,SE,f
Beirut,LB,2026-05-17 22:00:00+00,25.77,57,1007,19.15,SSW,t
Amman,JO,2026-05-17 22:00:00+00,25.05,27,1010,18.50,WSW,t
Kuwait City,KW,2026-05-17 22:00:00+00,29.88,31,1009,17.03,NNW,t
Doha,QA,2026-05-17 22:00:00+00,27.57,37,1007,20.38,NW,t
Casablanca,MA,2026-05-17 22:00:00+00,17.02,67,1020,9.25,NE,f
Tunisia,TN,2026-05-17 22:00:00+00,18.65,61,1017,31.21,E,f
Cairo,EG,2026-05-17 21:00:00+00,32.42,23,1009,16.67,N,f
Riyadh,SA,2026-05-17 21:00:00+00,26.94,12,1011,13.14,NNW,f
Dubai,AE,2026-05-17 21:00:00+00,29.96,70,1005,12.96,W,t
Baghdad,IQ,2026-05-17 21:00:00+00,23.95,29,1007,12.96,SSE,f
Beirut,LB,2026-05-17 21:00:00+00,26.32,49,1007,14.36,SSW,t
Amman,JO,2026-05-17 21:00:00+00,24.05,27,1009,16.67,WSW,t
Kuwait City,KW,2026-05-17 21:00:00+00,29.88,37,1009,18.00,NNW,t
Doha,QA,2026-05-17 21:00:00+00,27.57,35,1007,20.38,NNW,t
Casablanca,MA,2026-05-17 21:00:00+00,17.02,67,1020,9.25,N,f
Tunisia,TN,2026-05-17 21:00:00+00,18.99,60,1016,33.73,E,t
Cairo,EG,2026-05-17 20:00:00+00,32.42,27,1009,22.21,NW,f
Riyadh,SA,2026-05-17 20:00:00+00,27.80,11,1012,13.64,N,t
Dubai,AE,2026-05-17 20:00:00+00,29.96,74,1005,14.83,WNW,t
Baghdad,IQ,2026-05-17 20:00:00+00,23.95,29,1008,3.71,S,t
Beirut,LB,2026-05-17 20:00:00+00,26.88,48,1007,13.10,S,t
Amman,JO,2026-05-17 20:00:00+00,24.05,29,1009,11.12,W,t
Kuwait City,KW,2026-05-17 20:00:00+00,28.77,49,1009,17.68,NNW,t
Doha,QA,2026-05-17 20:00:00+00,28.57,30,1008,24.08,NW,t
Casablanca,MA,2026-05-17 20:00:00+00,18.07,67,1019,9.25,N,f
Tunisia,TN,2026-05-17 20:00:00+00,19.61,55,1016,31.68,E,t
Cairo,EG,2026-05-17 19:00:00+00,36.42,16,1008,5.54,ENE,f
Riyadh,SA,2026-05-17 19:00:00+00,29.18,10,1011,15.66,N,t
Dubai,AE,2026-05-17 19:00:00+00,29.96,79,1005,22.21,NW,t
Baghdad,IQ,2026-05-17 19:00:00+00,24.95,27,1008,3.71,E,t
Beirut,LB,2026-05-17 19:00:00+00,26.88,48,1007,13.79,SSE,t
Amman,JO,2026-05-17 19:00:00+00,25.05,31,1010,7.42,W,t
Kuwait City,KW,2026-05-17 19:00:00+00,28.21,49,1008,19.12,NNW,t
Doha,QA,2026-05-17 19:00:00+00,28.57,28,1008,22.21,NNW,t
Casablanca,MA,2026-05-17 19:00:00+00,18.19,63,1018,9.25,N,t
Tunisia,TN,2026-05-17 19:00:00+00,20.29,51,1015,29.38,E,t
Cairo,EG,2026-05-17 18:00:00+00,37.42,15,1008,5.54,N,f
Riyadh,SA,2026-05-17 18:00:00+00,30.26,9,1011,17.64,N,t
Dubai,AE,2026-05-17 18:00:00+00,31.96,55,1005,14.83,NW,t
Baghdad,IQ,2026-05-17 18:00:00+00,26.95,24,1008,5.54,NE,t
Beirut,LB,2026-05-17 18:00:00+00,26.32,53,1007,11.66,S,t
Amman,JO,2026-05-17 18:00:00+00,26.05,24,1010,11.12,WSW,f
Kuwait City,KW,2026-05-17 18:00:00+00,27.66,50,1008,15.95,NNW,t
Doha,QA,2026-05-17 18:00:00+00,28.57,28,1008,31.50,NNW,t
Casablanca,MA,2026-05-17 18:00:00+00,19.13,63,1018,12.96,N,t
Tunisia,TN,2026-05-17 18:00:00+00,21.24,46,1014,31.46,E,t
Cairo,EG,2026-05-17 17:00:00+00,38.42,15,1006,12.96,SSE,f
Riyadh,SA,2026-05-17 17:00:00+00,31.81,9,1010,14.08,N,f
Dubai,AE,2026-05-17 17:00:00+00,31.96,55,1004,18.50,NNW,t
Baghdad,IQ,2026-05-17 17:00:00+00,28.95,21,1007,7.42,N,t
Beirut,LB,2026-05-17 17:00:00+00,26.88,55,1006,12.13,S,t
Amman,JO,2026-05-17 17:00:00+00,27.05,22,1009,18.50,W,f
Kuwait City,KW,2026-05-17 17:00:00+00,31.53,38,1007,17.71,NW,t
Doha,QA,2026-05-17 17:00:00+00,28.97,28,1007,33.34,NNW,t
Casablanca,MA,2026-05-17 17:00:00+00,19.19,63,1018,14.83,N,t
Tunisia,TN,2026-05-17 17:00:00+00,23.23,39,1013,32.26,E,t
Cairo,EG,2026-05-17 16:00:00+00,39.42,14,1005,20.38,S,f
Riyadh,SA,2026-05-17 16:00:00+00,32.87,9,1009,10.73,N,f
Dubai,AE,2026-05-17 16:00:00+00,33.96,40,1004,12.96,NW,f
Baghdad,IQ,2026-05-17 16:00:00+00,30.95,19,1007,14.83,NW,f
Beirut,LB,2026-05-17 16:00:00+00,27.99,58,1007,12.96,SSW,t
Amman,JO,2026-05-17 16:00:00+00,29.05,20,1009,18.50,WSW,t
Kuwait City,KW,2026-05-17 16:00:00+00,32.10,25,1007,20.81,NW,f
Doha,QA,2026-05-17 16:00:00+00,29.97,26,1007,37.04,NNW,f
Casablanca,MA,2026-05-17 16:00:00+00,19.19,63,1018,14.83,N,t
Tunisia,TN,2026-05-17 16:00:00+00,24.43,33,1013,34.38,E,t
Cairo,EG,2026-05-17 15:00:00+00,40.42,13,1005,22.21,SSW,f
Riyadh,SA,2026-05-17 15:00:00+00,34.09,8,1008,12.38,N,f
Dubai,AE,2026-05-17 15:00:00+00,33.96,43,1003,18.50,NW,t
Baghdad,IQ,2026-05-17 15:00:00+00,30.95,18,1006,18.50,WNW,f
Beirut,LB,2026-05-17 15:00:00+00,29.10,57,1007,15.95,SSW,t
Amman,JO,2026-05-17 15:00:00+00,28.05,18,1009,25.92,WSW,t
Kuwait City,KW,2026-05-17 15:00:00+00,34.32,22,1006,20.12,NW,f
Doha,QA,2026-05-17 15:00:00+00,31.97,21,1006,35.17,N,f
Casablanca,MA,2026-05-17 15:00:00+00,19.19,63,1018,12.96,NNE,t
Tunisia,TN,2026-05-17 15:00:00+00,25.36,28,1013,30.17,E,t
Cairo,EG,2026-05-17 14:00:00+00,40.42,12,1005,27.79,SSW,f
Riyadh,SA,2026-05-17 14:00:00+00,34.68,8,1008,14.18,NNW,f
Dubai,AE,2026-05-17 14:00:00+00,34.96,41,1003,16.67,NNW,t
Baghdad,IQ,2026-05-17 14:00:00+00,31.95,20,1006,12.96,NW,f
Beirut,LB,2026-05-17 14:00:00+00,28.54,58,1008,14.90,SSW,t
Amman,JO,2026-05-17 14:00:00+00,29.05,17,1009,24.08,W,t
Kuwait City,KW,2026-05-17 14:00:00+00,32.10,39,1006,19.26,NW,f
Doha,QA,2026-05-17 14:00:00+00,33.57,26,1006,37.04,N,f
Casablanca,MA,2026-05-17 14:00:00+00,19.19,68,1019,14.83,NNE,t
Tunisia,TN,2026-05-17 14:00:00+00,25.90,28,1013,29.12,ENE,f
Cairo,EG,2026-05-17 13:00:00+00,39.42,13,1006,31.50,SSW,f
Riyadh,SA,2026-05-17 13:00:00+00,35.11,9,1007,14.65,N,f
Dubai,AE,2026-05-17 13:00:00+00,34.96,43,1002,20.38,NW,f
Baghdad,IQ,2026-05-17 13:00:00+00,30.95,20,1006,22.21,W,f
Beirut,LB,2026-05-17 13:00:00+00,27.99,58,1009,14.62,SSW,t
Amman,JO,2026-05-17 13:00:00+00,29.05,20,1010,20.38,WSW,t
Kuwait City,KW,2026-05-17 13:00:00+00,34.88,23,1006,17.10,NW,f
Doha,QA,2026-05-17 13:00:00+00,33.97,24,1005,37.04,N,f
Casablanca,MA,2026-05-17 13:00:00+00,19.13,68,1019,12.96,N,f
Tunisia,TN,2026-05-17 13:00:00+00,25.55,29,1014,30.71,ENE,f
Cairo,EG,2026-05-17 12:00:00+00,39.42,13,1007,33.34,S,f
Riyadh,SA,2026-05-17 12:00:00+00,35.10,8,1008,16.42,N,f
Dubai,AE,2026-05-17 12:00:00+00,36.96,36,1003,20.38,NW,t
Baghdad,IQ,2026-05-17 12:00:00+00,29.95,21,1006,20.38,WNW,f
Beirut,LB,2026-05-17 12:00:00+00,28.54,59,1010,13.36,SW,t
Amman,JO,2026-05-17 12:00:00+00,29.05,20,1010,16.67,SW,t
Kuwait City,KW,2026-05-17 12:00:00+00,33.77,34,1006,16.34,NW,f
Doha,QA,2026-05-17 12:00:00+00,34.16,27,1005,38.88,N,t
Casablanca,MA,2026-05-17 12:00:00+00,18.19,68,1019,11.12,N,f
Tunisia,TN,2026-05-17 12:00:00+00,24.89,32,1015,32.51,ENE,f
Cairo,EG,2026-05-17 11:00:00+00,37.42,14,1008,29.63,S,f
Riyadh,SA,2026-05-17 11:00:00+00,35.00,8,1009,17.03,N,f
Dubai,AE,2026-05-17 11:00:00+00,36.96,39,1003,18.50,NW,t
Baghdad,IQ,2026-05-17 11:00:00+00,30.95,20,1007,24.08,W,f
Beirut,LB,2026-05-17 11:00:00+00,28.54,62,1010,13.54,SSW,t
Amman,JO,2026-05-17 11:00:00+00,27.05,22,1011,12.96,SW,f
Kuwait City,KW,2026-05-17 11:00:00+00,32.15,25,1007,9.32,NW,f
Doha,QA,2026-05-17 11:00:00+00,34.99,28,1005,40.75,N,t
Casablanca,MA,2026-05-17 11:00:00+00,18.19,72,1019,12.96,N,t
Tunisia,TN,2026-05-17 11:00:00+00,23.58,33,1015,34.42,ENE,f
Cairo,EG,2026-05-17 10:00:00+00,36.42,15,1009,24.08,SSW,f
Riyadh,SA,2026-05-17 10:00:00+00,34.36,9,1009,17.75,NNE,f
Dubai,AE,2026-05-17 10:00:00+00,34.96,52,1004,24.08,NNW,t
Baghdad,IQ,2026-05-17 10:00:00+00,29.95,25,1008,20.38,WNW,f
Beirut,LB,2026-05-17 10:00:00+00,29.10,64,1011,15.84,SW,t
Amman,JO,2026-05-17 10:00:00+00,26.05,19,1012,16.67,WSW,t
Kuwait City,KW,2026-05-17 10:00:00+00,33.21,25,1008,7.02,NW,f
Doha,QA,2026-05-17 10:00:00+00,34.16,31,1005,38.88,N,t
Casablanca,MA,2026-05-17 10:00:00+00,18.19,72,1019,12.96,N,t
Tunisia,TN,2026-05-17 10:00:00+00,22.91,36,1015,35.14,ENE,f
Cairo,EG,2026-05-17 09:00:00+00,35.42,16,1009,25.92,S,f
Riyadh,SA,2026-05-17 09:00:00+00,33.41,9,1010,19.87,NNE,f
Dubai,AE,2026-05-17 09:00:00+00,34.96,55,1004,22.21,NW,t
Baghdad,IQ,2026-05-17 09:00:00+00,27.95,30,1008,16.67,W,t
Beirut,LB,2026-05-17 09:00:00+00,27.99,63,1011,20.70,SW,t
Amman,JO,2026-05-17 09:00:00+00,24.05,22,1012,14.83,WSW,t
Kuwait City,KW,2026-05-17 09:00:00+00,30.48,24,1009,6.08,NW,f
Doha,QA,2026-05-17 09:00:00+00,33.99,33,1006,40.75,N,t
Casablanca,MA,2026-05-17 09:00:00+00,17.50,80,1018,11.12,N,f
Tunisia,TN,2026-05-17 09:00:00+00,20.87,40,1015,37.62,ENE,f
Cairo,EG,2026-05-17 08:00:00+00,33.42,19,1009,16.67,S,f
Riyadh,SA,2026-05-17 08:00:00+00,31.97,10,1010,21.24,NNE,f
Dubai,AE,2026-05-17 08:00:00+00,36.96,47,1004,24.08,NW,f
Baghdad,IQ,2026-05-17 08:00:00+00,25.95,36,1008,16.67,W,t
Beirut,LB,2026-05-17 08:00:00+00,26.88,63,1011,15.44,SW,t
Amman,JO,2026-05-17 08:00:00+00,22.05,26,1013,11.12,SW,t
Kuwait City,KW,2026-05-17 08:00:00+00,32.10,27,1009,8.24,NW,f
Doha,QA,2026-05-17 08:00:00+00,33.57,39,1006,35.17,N,t
Casablanca,MA,2026-05-17 08:00:00+00,17.02,82,1018,5.54,WNW,f
Tunisia,TN,2026-05-17 08:00:00+00,19.10,45,1015,40.36,ENE,f
Cairo,EG,2026-05-17 07:00:00+00,32.42,19,1010,11.12,SE,f
Riyadh,SA,2026-05-17 07:00:00+00,29.57,11,1011,23.15,NNE,t
Dubai,AE,2026-05-17 07:00:00+00,38.96,24,1004,11.12,SE,f
Baghdad,IQ,2026-05-17 07:00:00+00,24.95,36,1009,18.50,WNW,t
Beirut,LB,2026-05-17 07:00:00+00,26.32,59,1012,18.86,SW,t
Amman,JO,2026-05-17 07:00:00+00,20.05,30,1013,12.96,WSW,t
Kuwait City,KW,2026-05-17 07:00:00+00,31.55,37,1010,7.81,NNW,t
Doha,QA,2026-05-17 07:00:00+00,32.57,40,1006,38.88,N,f
Casablanca,MA,2026-05-17 07:00:00+00,15.19,87,1017,5.54,W,t
Tunisia,TN,2026-05-17 07:00:00+00,17.49,50,1015,40.97,ENE,f
Cairo,EG,2026-05-17 06:00:00+00,29.42,28,1009,7.42,E,t
Riyadh,SA,2026-05-17 06:00:00+00,27.16,13,1011,26.28,NNE,f
Dubai,AE,2026-05-17 06:00:00+00,35.96,44,1004,11.12,SE,f
Baghdad,IQ,2026-05-17 06:00:00+00,22.95,43,1008,20.38,WNW,f
Beirut,LB,2026-05-17 06:00:00+00,24.65,56,1011,21.35,SW,t
Amman,JO,2026-05-17 06:00:00+00,17.05,39,1013,16.67,WSW,f
Kuwait City,KW,2026-05-17 06:00:00+00,28.09,29,1009,7.78,N,t
Doha,QA,2026-05-17 06:00:00+00,32.16,42,1006,29.63,N,f
Casablanca,MA,2026-05-17 06:00:00+00,15.18,87,1017,3.71,N,t
Tunisia,TN,2026-05-17 06:00:00+00,16.82,53,1015,37.48,NE,t
Cairo,EG,2026-05-17 05:00:00+00,27.42,32,1010,3.71,NNW,t
Riyadh,SA,2026-05-17 05:00:00+00,26.62,15,1011,29.95,NNE,f
Dubai,AE,2026-05-17 05:00:00+00,31.96,58,1004,12.96,ESE,t
Baghdad,IQ,2026-05-17 05:00:00+00,21.95,40,1008,20.38,WNW,f
Beirut,LB,2026-05-17 05:00:00+00,21.88,63,1011,25.52,SW,t
Amman,JO,2026-05-17 05:00:00+00,16.05,44,1013,7.42,WSW,f
Kuwait City,KW,2026-05-17 05:00:00+00,26.96,32,1009,7.27,NNE,t
Doha,QA,2026-05-17 05:00:00+00,30.57,48,1005,31.50,N,t
Casablanca,MA,2026-05-17 05:00:00+00,15.74,87,1016,1.84,N,t
Tunisia,TN,2026-05-17 05:00:00+00,16.31,54,1014,37.08,NE,t
Cairo,EG,2026-05-17 04:00:00+00,24.42,38,1009,7.42,SSE,t
Riyadh,SA,2026-05-17 04:00:00+00,25.74,15,1010,32.00,NNE,t
Dubai,AE,2026-05-17 04:00:00+00,29.96,70,1004,7.42,E,t
Baghdad,IQ,2026-05-17 04:00:00+00,20.95,43,1008,20.38,WNW,f
Beirut,LB,2026-05-17 04:00:00+00,18.54,61,1010,22.72,SW,t
Amman,JO,2026-05-17 04:00:00+00,14.05,62,1013,3.71,W,f
Kuwait City,KW,2026-05-17 04:00:00+00,28.77,35,1009,8.82,N,t
Doha,QA,2026-05-17 04:00:00+00,29.57,48,1004,31.50,N,t
Casablanca,MA,2026-05-17 04:00:00+00,15.74,82,1017,1.84,N,f
Tunisia,TN,2026-05-17 04:00:00+00,16.49,54,1013,39.38,NE,f
Cairo,EG,2026-05-17 03:00:00+00,23.42,40,1009,5.54,SSW,f
Riyadh,SA,2026-05-17 03:00:00+00,25.63,15,1009,25.56,N,t
Dubai,AE,2026-05-17 03:00:00+00,27.96,78,1003,9.25,E,t
Baghdad,IQ,2026-05-17 03:00:00+00,19.95,45,1007,12.96,W,t
Beirut,LB,2026-05-17 03:00:00+00,17.99,62,1010,19.66,SSW,t
Amman,JO,2026-05-17 03:00:00+00,14.05,62,1013,7.42,WSW,f
Kuwait City,KW,2026-05-17 03:00:00+00,27.66,37,1008,15.48,N,t
Doha,QA,2026-05-17 03:00:00+00,30.16,45,1004,27.79,NNW,t
Casablanca,MA,2026-05-17 03:00:00+00,15.74,82,1017,1.84,N,f
